lokasi,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_bangunan,harga
"Thamrin, Jakarta Pusat",1,1,44,1200000000
"Thamrin, Jakarta Pusat",2,1,54,1300000000
"Tanah Abang, Jakarta Pusat",2,2,62,2300000000
"Thamrin, Jakarta Pusat",1,1,38,1600000000
"Karet Tengsin, Jakarta Pusat",3,3,70,2200000000
"Tanah Abang, Jakarta Pusat",3,2,96,1900000000
"Karet Tengsin, Jakarta Pusat",1,1,83,2100000000
"Tanah Abang, Jakarta Pusat",1,1,40,900000000
"Tanah Abang, Jakarta Pusat",1,1,34,700000000
"Thamrin, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",1,1,42,1200000000
"Bendungan Hilir, Jakarta Pusat",1,1,46,1300000000
"Thamrin, Jakarta Pusat",2,1,77,1850000000
"Bendungan Hilir, Jakarta Pusat",1,1,31,900000000
"Bendungan Hilir, Jakarta Pusat",1,1,31,900000000
"Tanah Abang, Jakarta Pusat",2,1,62,3600000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1300000000
"Thamrin, Jakarta Pusat",1,1,55,3300000000
"Thamrin, Jakarta Pusat",1,1,42,980000000
"Tanah Abang, Jakarta Pusat",2,2,56,1900000000
"Thamrin, Jakarta Pusat",3,2,108,2800000000
"Tanah Abang, Jakarta Pusat",2,1,48,1200000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Tanah Abang, Jakarta Pusat",2,1,58,1350000000
"Tanah Abang, Jakarta Pusat",2,2,48,1300000000
"Thamrin, Jakarta Pusat",3,2,87,1900000000
"Tanah Abang, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",1,1,55,3800000000
"Thamrin, Jakarta Pusat",1,1,55,3800000000
"Thamrin, Jakarta Pusat",2,1,56,1600000000
"Tanah Abang, Jakarta Pusat",3,2,160,5000000000
"Tanah Abang, Jakarta Pusat",2,2,130,4000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Tanah Abang, Jakarta Pusat",1,1,85,1800000000
"Tanah Abang, Jakarta Pusat",1,1,85,1800000000
"Tanah Abang, Jakarta Pusat",1,1,85,1800000000
"Karet Tengsin, Jakarta Pusat",2,1,67,3100000000
"Bendungan Hilir, Jakarta Pusat",1,1,46,1300000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1200000000
"Kebon Melati, Jakarta Pusat",2,2,74,2200000000
"Thamrin, Jakarta Pusat",2,1,57,1350000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Karet Tengsin, Jakarta Pusat",2,2,103,2500000000
"Bendungan Hilir, Jakarta Pusat",2,1,45,1500000000
"Thamrin, Jakarta Pusat",1,1,42,950000000
"Tanah Abang, Jakarta Pusat",3,2,92,1550000000
"Thamrin, Jakarta Pusat",1,1,38,1200000000
"Thamrin, Jakarta Pusat",2,1,58,1750000000
"Thamrin, Jakarta Pusat",1,1,38,1300000000
"Tanah Abang, Jakarta Pusat",3,2,86,2300000000
"Tanah Abang, Jakarta Pusat",2,2,144,3800000000
"Tanah Abang, Jakarta Pusat",1,1,55,4200000000
"Tanah Abang, Jakarta Pusat",1,1,55,4200000000
"Thamrin, Jakarta Pusat",1,1,81,5000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Karet Tengsin, Jakarta Pusat",1,1,32,850000000
"Karet Tengsin, Jakarta Pusat",1,1,38,870000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",3,2,150,3380000000
"Thamrin, Jakarta Pusat",3,3,104,2500000000
"Karet Tengsin, Jakarta Pusat",2,2,112,2600000000
"Bendungan Hilir, Jakarta Pusat",1,1,40,2490000000
"Tanah Abang, Jakarta Pusat",3,2,104,1870000000
"Thamrin, Jakarta Pusat",3,3,100,2300000000
"Tanah Abang, Jakarta Pusat",2,1,84,2500000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1800000000
"Tanah Abang, Jakarta Pusat",1,1,30,600000000
"Bendungan Hilir, Jakarta Pusat",2,1,60,3500000000
"Tanah Abang, Jakarta Pusat",2,2,124,2300000000
"Karet Tengsin, Jakarta Pusat",2,2,141,4300000000
"Tanah Abang, Jakarta Pusat",3,2,103,2200000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1950000000
"Tanah Abang, Jakarta Pusat",2,2,98,3100000000
"Karet Tengsin, Jakarta Pusat",2,2,141,3800000000
"Thamrin, Jakarta Pusat",2,1,58,2100000000
"Thamrin, Jakarta Pusat",2,1,58,2100000000
"Tanah Abang, Jakarta Pusat",1,1,100,3500000000
"Tanah Abang, Jakarta Pusat",2,2,83,2000000000
"Tanah Abang, Jakarta Pusat",1,1,45,1600000000
"Tanah Abang, Jakarta Pusat",3,2,103,3300000000
"Tanah Abang, Jakarta Pusat",2,2,77,2450000000
"Tanah Abang, Jakarta Pusat",3,2,100,2100000000
"Bendungan Hilir, Jakarta Pusat",1,1,35,1400000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",1,1,42,1100000000
"Kebon Melati, Jakarta Pusat",2,1,81,5200000000
"Tanah Abang, Jakarta Pusat",3,2,80,2200000000
"Kebon Kacang, Jakarta Pusat",1,1,100,3500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1100000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
